SV9373,M8844,E5195,0/0/0,KTPM,KHMT,CNTT,TGMT,MMT&VT,HTTT,KHMT,2,7,7.13194
SV1253,M3172,Q8597,0/0/0,KTPM,KHMT,HTTT,MMT&VT,CNTT,TGMT,KHMT,2,7,7.09259
SV3934,C9362,T4259,0/0/0,KHMT,TGMT,MMT&VT,CNTT,KTPM,HTTT,KHMT,1,7,7
SV2260,M7512,I4383,0/0/0,KTPM,KHMT,HTTT,TGMT,CNTT,MMT&VT,KHMT,2,7,6.95833
SV583,U5938,V14,0/0/0,KTPM,KHMT,HTTT,TGMT,CNTT,MMT&VT,KHMT,2,7,6.73134
SV9491,T846,R2084,0/0/0,KTPM,KHMT,TGMT,CNTT,MMT&VT,HTTT,KHMT,2,6.92857,7.11688
SV2444,M7906,M2870,0/0/0,KTPM,KHMT,HTTT,TGMT,CNTT,MMT&VT,KHMT,2,6.92857,7.09559
SV2203,K200,O3047,0/0/0,KTPM,KHMT,TGMT,CNTT,HTTT,MMT&VT,KHMT,2,6.92857,6.92208
SV9121,K6020,U9066,0/0/0,KTPM,KHMT,HTTT,CNTT,TGMT,MMT&VT,KHMT,2,6.92857,6.81343
SV3448,O974,Q2498,0/0/0,KHMT,MMT&VT,CNTT,HTTT,KTPM,TGMT,KHMT,1,6.92857,6.8
SV7504,T7338,L2990,0/0/0,KHMT,CNTT,HTTT,KTPM,TGMT,MMT&VT,KHMT,1,6.92857,6.1194
SV9481,S5306,R7592,0/0/0,KTPM,KHMT,HTTT,TGMT,CNTT,MMT&VT,KHMT,2,6.8871,7.4507
SV9770,M3188,C1167,0/0/0,KTPM,KHMT,CNTT,HTTT,TGMT,MMT&VT,KHMT,2,6.85714,7.23611
SV9335,A8990,I7865,0/0/0,KTPM,KHMT,TGMT,CNTT,HTTT,MMT&VT,KHMT,2,6.85714,6.96528
SV8947,G1290,C8866,0/0/0,KTPM,KHMT,TGMT,CNTT,HTTT,MMT&VT,KHMT,2,6.78571,7.52381
SV411,M9090,V2942,1348221507/1919381362/1176530273,KTPM,KHMT,HTTT,TGMT,CNTT,MMT&VT,KHMT,2,6.78571,7.24286
SV2223,S5804,L7223,0/0/0,KHMT,KTPM,TGMT,CNTT,HTTT,MMT&VT,KHMT,1,6.78571,7
SV4248,G8410,Q2354,0/0/0,KTPM,KHMT,CNTT,MMT&VT,HTTT,TGMT,KHMT,2,6.78571,6.875
SV1997,S9258,Q653,0/0/0,KHMT,HTTT,MMT&VT,TGMT,KTPM,CNTT,KHMT,1,6.78571,6.86806
SV6346,M4340,M6688,0/0/0,KTPM,KHMT,TGMT,CNTT,HTTT,MMT&VT,KHMT,2,6.78571,6.81333
SV6143,M962,C1754,0/0/0,KHMT,KTPM,CNTT,HTTT,MMT&VT,TGMT,KHMT,1,6.78571,6.79167
SV7243,G5682,I4670,0/0/0,KTPM,KHMT,HTTT,CNTT,TGMT,MMT&VT,KHMT,2,6.78571,6.56618
SV4448,L7552,U9658,0/0/0,KHMT,HTTT,KTPM,CNTT,TGMT,MMT&VT,KHMT,1,6.78571,6.55556
SV7019,G184,R31,0/0/0,KHMT,TGMT,CNTT,KTPM,HTTT,MMT&VT,KHMT,1,6.75,6.91346
SV3311,S5880,W9010,0/0/0,KHMT,CNTT,KTPM,TGMT,HTTT,MMT&VT,KHMT,1,6.71429,7.46
SV6085,K1232,U1112,0/0/0,KTPM,KHMT,HTTT,MMT&VT,TGMT,CNTT,KHMT,2,6.71429,7.17857
SV8996,S286,U8707,0/0/0,KHMT,TGMT,KTPM,CNTT,HTTT,MMT&VT,KHMT,1,6.66667,6.65179
SV1406,O8908,B2036,0/0/0,KHMT,TGMT,KTPM,CNTT,MMT&VT,HTTT,KHMT,1,6.64286,7.29167
SV675,O4164,U4048,0/0/0,KHMT,HTTT,CNTT,TGMT,MMT&VT,KTPM,KHMT,1,6.64286,7.20833
SV9459,K6698,U4512,0/0/0,KTPM,KHMT,HTTT,TGMT,CNTT,MMT&VT,KHMT,2,6.57143,6.55
